"collection"	"corpus"	"child"	"sex"	"age"	"transcript_id"	"utterance"	"words"	"id"
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I'm a pumpkin"	4	49
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"okay"	1	50
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I can't drive it"	5	51
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I got a idea"	4	52
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"because will you help me"	5	53
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"you be the witch and him be the black cat and I be the pumpkin"	15	54
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"xxx"	1	55
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"horses"	1	56
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"this I told you is my shirt"	7	57
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I told you you had my boat shirt"	8	58
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"him do no Hulk"	4	59
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"he her the black cat the cat and you be the witch and I be the"	16	60
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"it's a circle like those circles"	7	61
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"no"	1	62
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"will you open this apple"	5	63
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I got a idea"	4	64
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"the mean guys are scary"	5	65
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"will you cut this apple in half"	7	66
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"you be the black cat and you be the witch and her be the bat and I be the pumpkin"	20	67
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"okay the apple will make me feel better"	8	68
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"yeah"	1	69
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"no I said okay the apple will feel me better I think"	12	70
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"and then there snake"	4	71
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"cut an apple for Marky and I"	7	72
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"it's too sharp for the daddies"	7	73
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"no I got an idea"	5	74
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"yeah"	1	75
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"it's not too sharp for I"	7	76
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"what"	1	77
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I left my baby blanket in the washing cleaner"	9	78
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"the man's not apart"	5	79
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"no"	1	80
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I got a idea"	4	81
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"you be a bat and you be the witch and him be the black cat and I be the pumpkin"	20	82
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"the Hulk goes there"	4	83
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I don't want my wet baby blanket in the washing the cleaner"	13	84
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"what's this"	3	85
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"pum pum pum"	3	86
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"it wasn't my Daddy"	5	87
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I'm here"	3	88
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I'm just is"	4	89
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"probably"	1	90
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"me"	1	91
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I said I just is"	5	92
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"no no no"	3	93
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"because I just am"	4	94
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"that's a pretty maid"	5	95
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"can I see my map"	5	96
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"are these Carla's stuff"	5	97
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"can I have it too"	5	98
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"no they're not Carla's"	6	99
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"I don't know"	4	100
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"they're ours"	3	101
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I get to keep it forever and forever"	8	102
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"cut it in two pieces"	5	103
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"yes"	1	104
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"my baby calls Mark not muppet"	6	105
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"what do you name that"	5	106
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"buckle my baby brother in tight"	6	107
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"no"	1	108
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"Marky's going to be a hulk and you're going to be a hulk and I'm going to be a hulk too so we can watch The_Hulk"	30	109
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"yeah"	1	110
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"cut it in half"	4	111
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"xxx"	1	112
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I'm not getting into the fruit"	7	113
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"what them from"	3	114
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"where you get them from"	5	115
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"because he takes us"	4	116
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"where do you get the pictures from"	7	117
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"no"	1	118
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"if you tell my mom I'm going to get mad at you"	13	119
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"what"	1	120
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"what"	1	121
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"if you tell my mom I'm going to get really mad at you"	14	122
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"those are my cowboy boots and I go ride on a big horse"	13	123
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I'm going to get really really mad and I can get mad at my Daddy"	16	124
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"ah"	1	125
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"what's gray"	3	126
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"Mary then points at colors on quilt to illustrate"	9	127
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"here here are my boots"	5	128
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"can I have a mustache like you"	7	129
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"what's big red sticks on the dark"	8	130
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"two little birds sitting on a hill"	7	131
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"no because"	2	132
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"let's do some more playing"	6	133
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"one named Jack one named Jill"	6	134
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"I'm down the chimney"	5	135
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"fly away Jack fly away Jill"	6	136
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"no I don't want to go to preschool"	9	137
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"oh no rush"	3	138
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"come back Jack"	3	139
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I just want to go to folk dancing"	8	140
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"up on the roof top quick quick quick down through the chimney with good Saint Nick"	16	141
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"because why"	2	142
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"come back Jill"	3	143
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"I got an owie from Titus like Marky got an owie from Titus"	13	144
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I don't want it under_my_neath"	8	145
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"the dark is not here"	5	146
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"oh yeah yes I did"	5	147
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"yeah"	1	148
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"the sun is not here"	5	149
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"the night before Christmas and all through the house"	9	150
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"my big drink aspirin make me feel better"	8	151
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"huh"	1	152
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"before Santa gets mad at you"	6	153
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"because she because her do"	5	154
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"do you want to sing that song"	7	155
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I want my milk"	4	156
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"not a creature was stirring not even a mouse"	9	157
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"because her do"	3	158
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"xxx"	1	159
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"because he won't bring presents to you"	8	160
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"and the stockings were hung by the chimney"	8	161
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"because her do"	3	162
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"no I want my own milk"	6	163
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"up on the roof top quick quick quick down through the chimney with Nick Nick Nick"	16	164
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"no"	1	165
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"yes"	1	166
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"no"	1	167
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"with care"	2	168
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"in hopes that Saint_Nick would soon would be there"	10	169
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"because I'm just a little the best boys in the whole world"	13	170
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"Nick Nick Nick"	3	171
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"Marky's touching his foots"	5	172
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"yeah"	1	173
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I had Tylenol already"	4	174
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"cause she do"	3	175
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"what we doing with bed clothes"	6	176
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"and Santa gives presents to me"	6	177
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"and I in my stocking"	5	178
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"with good Saint Nick"	4	179
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I want the shoes that get on my feet that kick the lions"	13	180
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I'm a striper boy because I do stripes"	9	181
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"okay"	1	182
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"but you're a real good boy"	7	183
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"what are you called with"	5	184
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"and we popped another balloons and that's nice"	9	185
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"yeah"	1	186
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"you're a good boy and I'm a good boy and we're"	14	187
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"when you're going to get better you can go to university but I'm already better"	17	188
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"Rudolph the red nose reindeer Rudolph the red nose reindeer"	10	189
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"and we popped two balloons"	5	190
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"why"	1	191
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"and we're going to have still no more new year"	11	192
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"but you got stripes on your zippered shirt"	8	193
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"but the bigger boy didn't drop his bottle"	9	194
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"owies hurt"	2	195
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"and we're boys in the whole world"	8	196
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"I don't like owies"	5	197
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"yeah"	1	198
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"no"	1	199
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"will you read these books to me"	7	200
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"we're going to have some more new year later and when we're going to get new balloons"	19	201
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"this is very breaky"	4	202
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"yeah and Santa's going to bring you presents sometime"	10	203
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"because it's very sharp and it falls"	8	204
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"and my mommy might break this and fall this"	9	205
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"I want to eat some more"	6	206
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"yeah"	1	207
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"I'm also a house boy"	6	208
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"aren't you hungry honey"	5	209
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"on your birthday and next day and this day"	9	210
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"yeah"	1	211
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"oh Oh I lost it"	5	212
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"no"	1	213
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"yeah"	1	214
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"maybe Titus will eat her food next year"	8	215
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"yeah I'm your boy"	5	216
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"me and I"	3	217
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"that's how my momma gonna do it"	8	218
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"uh uh"	2	219
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"I'm going to get Mark to get going"	9	220
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"yeah"	1	221
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"I'm waiting for the water's come out the plug"	11	222
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"can I have some more chicken"	6	223
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"and then she's going to be in a bad mood"	11	224
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"and then he commented"	4	225
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"uh uh"	2	226
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"no I said I"	4	227
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"I got Mark to get going"	6	228
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"because why"	2	229
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"yeah"	1	230
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"xxx"	1	231
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"do you want one of these for Christmas"	8	232
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"yeah"	1	233
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"swat them"	2	234
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"okay"	1	235
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"you forgot your party"	4	236
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"I'm going to buy one for you"	8	237
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"my bottle will help"	4	238
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"okay"	1	239
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"now I need love"	4	240
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"let's play Great_Pumpkin"	5	241
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"my bottle will help me feel better"	7	242
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"we don't have any more balloons left because we're going to have another Halloween"	16	243
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"okay"	1	244
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"then corrected himself"	3	245
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"you forgot your party"	4	246
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"thank_you xxx big Daddy"	5	247
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I'm keeping the sun out with my paper"	9	248
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"I'm going to buy one of these for you"	10	249
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"but you got xxx"	4	250
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"yeah"	1	251
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"xxx"	1	252
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"xxx"	1	253
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"mhm"	1	254
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"no no"	2	255
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"I just did"	3	256
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"okay"	1	257
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"this is a bigger pants for me and this is a bigger coat for me"	15	258
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"uhuh"	1	259
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"no"	1	260
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"we don't like stupid"	5	261
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"and do you want do you want your happy xxx"	10	262
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"jack and Jill went up the hill to fetch a pail of water"	13	263
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"my bottle"	2	264
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"stupid is a bad word"	5	265
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6073	"and where's my mommy's"	6	266
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"no the bird says"	4	267
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"yeah"	1	268
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"I got a name Ross Alexander"	6	269
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"yeah"	1	270
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"okay"	1	271
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"jack fell down and broke his crown and then Jill came tumbling after"	13	272
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"thank_you"	2	273
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"coo coo"	2	274
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I'll show you how I'm old"	8	275
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"Charlie Brown said it"	4	276
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"and you have a xxx"	5	277
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37	6079	"my name calls me Ross Alexander"	6	278
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6076	"we don't like it"	5	279
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"I'm this older"	4	280
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"that's enough Daddy"	4	281
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36.6	6077	"I said"	2	282
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6074	"do you listen to me"	5	283
"Eng-NA"	"MacWhinney"	"Ross"	"male"	36	6075	"he's hitting my brush"	5	284
"Eng-NA"	"MacWhinney"	"Ross"	"male"	37.2	6080	"xxx"	1	285
