"collection"	"corpus"	"child"	"sex"	"age"	"transcript_id"	"utterance"	"words"	"id"
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"okay no you_know you could read it"	8	41
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"go squirt some plants"	4	42
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"hey"	1	43
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I'm done squirting plants"	5	44
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"don't bother my horse"	5	45
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I wanna watch tv now"	5	46
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"are cartoons on"	3	47
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"don't don't don't another cow got dead"	10	48
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"cartoons come on after Karen gets home"	7	49
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	50
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"he got killed by someone's uh by someone's gun"	11	51
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I wanna watch cartoons now"	5	52
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"no"	1	53
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"because he was afraid um"	5	54
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"mean"	1	55
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"why you're gonna finish finish them all"	8	56
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"okay you have_to go to jail"	7	57
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"can I see them"	4	58
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"man I got a man"	5	59
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	60
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"no you said you have some"	6	61
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"can I see them"	4	62
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"maybe Mommy will"	3	63
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"a man that killed another cow"	6	64
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"my Mommy uh I was I didn't say anything"	10	65
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I didn't know grandmas smoke cigarettes"	7	66
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"he's gonna go to jail"	6	67
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"remember a long time ago when Mommy was also at school"	11	68
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"no I'm a cowboy"	5	69
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"we played with this"	4	70
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"m and a cowboy"	4	71
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and it got brokeded"	4	72
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and then the top came"	5	73
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"why some grandmas smoke"	4	74
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and then the marble come out"	6	75
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I got him"	3	76
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I got a fish"	4	77
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and then we played with it right"	7	78
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"so a cow can eat it"	6	79
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"when Mommy got home her fixed it with glue right"	10	80
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"pull the white thing off"	5	81
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"yeah"	1	82
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"no they are not big"	5	83
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"yeah"	1	84
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"this is blue"	3	85
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"they are just right"	4	86
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"I like blue"	3	87
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"you can wear mine"	4	88
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I wanna get a present"	5	89
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah I like blue best"	5	90
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"and I will wear these okay"	6	91
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"because blue is the same color our car is"	9	92
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I only when I grumbles I grumbles"	7	93
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"this is yellow"	3	94
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I will"	2	95
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"where's my balls and my other bag at"	9	96
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I grumbles"	2	97
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I'm a mean cowboy"	5	98
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I am a only when I grumble"	7	99
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I'm gonna shoot you"	5	100
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"where's my ball my balls"	6	101
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"bang"	1	102
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"bang"	1	103
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"bang"	1	104
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"where's my little my little bean bag that has_to go right here"	14	105
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"bang"	1	106
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"yeah I am the only one that grumbles"	8	107
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"because they call me a grumble boy"	7	108
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I was just playing"	4	109
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"you're not really shot"	5	110
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"huh"	1	111
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"cut it off m okay okay grumble grumble"	8	112
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah one two three milk"	5	113
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I'm gonna get Rufus"	5	114
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"milk"	1	115
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"no I am not a grumble_gee I'm I grumble"	11	116
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"yeah I gotted her a big hug"	7	117
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	118
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"tomorrow morning"	2	119
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"tomorrow morning I will"	4	120
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"can I brush my teeth"	5	121
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"when Mommy gets home when Mommy's at school"	9	122
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"m you want that sort_of thing tomorrow morning"	9	123
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"they are turning colors"	4	124
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"don't put me to bed when Mommy gets home"	10	125
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"no I'm not a grumblehead hey"	7	126
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I want tomorrow morning"	4	127
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"don't put me in bed when Mommy gets home"	10	128
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I got a cow"	4	129
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"her's going to put me in bed and read to me"	12	130
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"no you go"	3	131
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"a cow"	2	132
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"because I'm gonna brush them myself"	7	133
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"the Easter Bunny comes"	4	134
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"because it's because because this is long to catch a cow"	12	135
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"how come"	2	136
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"yeah"	1	137
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah when"	2	138
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"I want Mommy to"	4	139
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"in April"	2	140
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"yeah they are clean now"	5	141
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"okay watch this"	3	142
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"pretty soon her will come"	5	143
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"it's a cowboy catching a cow"	7	144
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and then then then her will sleep with you and me you and me you and me you and me"	20	145
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"watch this watch this"	4	146
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"Grandma may I see your cigarette for a minute"	9	147
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I'm through with this"	5	148
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah"	1	149
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"how long will you be through doing dishes"	8	150
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I wanna blow it"	4	151
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I'm I'm gonna be a a gymnast"	9	152
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"put some uh put like it was"	7	153
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah we had a snack until we eated cornbread"	9	154
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"yeah tie don't tie it around don't"	9	155
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I'm a big boy now"	6	156
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"my bacon still little bit left"	6	157
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I don't need anyone to hold it"	8	158
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"yeah"	1	159
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"yeah like that that way"	5	160
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"what happened to the other cactuses"	6	161
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I don't think so"	5	162
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"my daddy put two piece two pieces uh two pieces of tape on it"	14	163
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"what happened to that cactus"	5	164
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"here it's your turn now"	6	165
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and what happened to that cactus"	6	166
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"did you eat my bacon"	5	167
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"so it needs another two pieces of tape on it"	10	168
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"oh we have_to fix them right"	7	169
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"my pants are falling down"	5	170
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"a long time ago I saw I heard I said"	10	171
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"no no Mom not any more please"	7	172
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"no I don't want you to go at work"	10	173
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"are you gonna wear a belt"	6	174
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"Mom look at look at our cactus"	7	175
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I thoughted you eated mine"	5	176
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and her did and then it started to die yeah"	10	177
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I thoughted Daddy eat my bacon"	6	178
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"how come"	2	179
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"can I have this my candybar"	6	180
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"uhhuh there"	2	181
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"because"	1	182
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I planned ahead"	3	183
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	184
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"so I bringed my belt"	5	185
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"no I'm a mean cowboy"	6	186
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah"	1	187
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I have_to go help Rufus_Rufus"	7	188
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"and we thought and we had a good idea while you when we when you were at school"	18	189
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"did you have a purse to keep this stuff in"	10	190
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"no I wanna break it"	5	191
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"yeah"	1	192
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"okay I breaked it"	4	193
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"Mommy and us maked these fishes"	6	194
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"don't put them in the water"	7	195
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"my pockets"	2	196
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I don't wanna go to Bumpa and Ninny's house"	11	197
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"okay watch this"	3	198
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah are you through doing dishes"	6	199
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"ropes"	1	200
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"it's a alligator eating just like a fish see"	10	201
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I don't wanna go to there"	7	202
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"for cows to catch with"	5	203
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"elfs are elfs are good makers"	6	204
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I wanna stay here"	4	205
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"for cows to catch with"	5	206
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah aw some of the house is messy"	8	207
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"no no elfs are good makers for making toys"	9	208
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I didn't hear you"	5	209
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"is my Mommy home"	4	210
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	211
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"no I said I couldn't hear you Momma"	9	212
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"what"	1	213
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"we should"	2	214
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I guess so"	3	215
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I wanna go spend the night at Granny's house"	10	216
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"right"	1	217
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"remember uh remember we uh a long time ago uh uh we started to make"	15	218
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"uh I liked one one from the beginning"	8	219
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"the record has_to go in that"	7	220
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"uh uh Mommy and us started to read a book and make"	12	221
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"can I do that while we're at Ninny and Bumpa's house"	13	222
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah"	1	223
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"so don't put it in the garbage"	8	224
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"Santa_Claus then we can open up our presents"	9	225
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I liked the second show"	5	226
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"that water is so fun"	5	227
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"that"	1	228
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"that hot water is fun to swim in"	8	229
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"uhhuh"	1	230
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"yeah because"	2	231
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I don't know"	4	232
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"I like hot water"	4	233
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"huh"	1	234
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I'm gonna be a good boy"	7	235
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"yeah put it where the other records are okay"	9	236
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	237
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"we can't ask"	4	238
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah I will"	3	239
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"because her maybe will be sick"	6	240
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I grumble"	2	241
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"Mommy marked these"	3	242
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"yeah"	1	243
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I'm the only one that grumbles"	7	244
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"huh"	1	245
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	246
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"I I'm bad only when I grumbles"	8	247
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"yeah it is mine"	4	248
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"and don't take it to school"	7	249
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"yeah"	1	250
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"I guess I'd rather not sing"	7	251
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"m he did"	3	252
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"I wanted Mommy to mark these"	6	253
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I want to take my book too"	7	254
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"know why I don't want you to"	8	255
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"yeah milk milkie Mom"	4	256
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"my book that Mommy readed to me"	7	257
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"that's uh that's where Mommy marked them"	9	258
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"did I eat all of my dinner"	7	259
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"please"	1	260
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"yeah I'm drawing with my oil pastels"	8	261
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"when people don't steal things they don't have_to go to jail right"	15	262
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"can I have a snack or something"	7	263
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I uh with Peter Pan"	5	264
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"what"	1	265
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"no I am"	3	266
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"uhhuh"	1	267
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"then put it in the refrigerator right"	7	268
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"okay"	1	269
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"then they do have_to go to jail when they do steal things"	13	270
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"look it Momma this stayed open"	6	271
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"huh"	1	272
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.8	3630	"I got this Frisbee for Christmas at Grandma's house"	10	273
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"how long we will come here again"	7	274
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"put the top back on Daddy"	6	275
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3632	"okay I'm gonna go hide"	6	276
"Eng-NA"	"Kuczaj"	"Abe"	"male"	37	3631	"how long your birthday will come"	6	277
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.2	3628	"you can come out here"	5	278
"Eng-NA"	"Kuczaj"	"Abe"	"male"	36.5	3629	"I wanna go to the store first"	7	279
