"collection"	"corpus"	"child"	"sex"	"age"	"transcript_id"	"utterance"	"words"	"id"
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I want some espresso"	4	143
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"what you making"	3	144
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"don't want it"	4	145
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"put it back"	3	146
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"why you writing"	3	147
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"I looking for another one"	5	148
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"how to make it"	4	149
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"yep"	1	150
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"let's play games with dat one"	7	151
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"down here"	2	152
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"Mommy what you make it"	5	153
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"you want to make it"	5	154
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"yeah"	1	155
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"e o m"	3	156
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"Mommy make it"	3	157
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"dat spell dat spell one"	5	158
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"yep you have"	3	159
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"one busses"	2	160
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"you"	1	161
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"two busses"	2	162
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"yeah"	1	163
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"what"	1	164
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"that spell two of them"	5	165
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"three busses"	2	166
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"no I don't want to"	6	167
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"rubberband"	1	168
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"open it"	2	169
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"no one"	2	170
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"that spell two of them"	5	171
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it's a clock"	4	172
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"what is that in it"	5	173
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"one"	1	174
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I saw two trains"	4	175
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"what is dat"	3	176
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"do you want me turn the light on"	8	177
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"a clock"	2	178
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"a clock"	2	179
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"nope"	1	180
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"yep"	1	181
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it's a mirror"	4	182
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I talk about some trains"	5	183
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"yeah"	1	184
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I xxx cut dis"	4	185
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"yep"	1	186
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"turn it off"	3	187
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"oh I have_to fix it"	6	188
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"cut dis"	2	189
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"Adam"	1	190
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"what you doing"	3	191
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I want to fix that"	5	192
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I can"	2	193
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"why not"	2	194
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"you turn it on"	4	195
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"this is a bag"	4	196
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"okay"	1	197
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it's a watch"	4	198
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"that's right"	3	199
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"look at dat"	3	200
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"why it can't turn off"	6	201
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I can turn it on"	5	202
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"look at dat"	3	203
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"no you got pencil in your bag"	7	204
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"oh no"	2	205
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I can see the espresso sing a song"	8	206
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"a balloon wowie"	3	207
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"whoops"	1	208
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I have one"	3	209
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it's a watch"	4	210
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"it's opens"	3	211
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I have ginger ale"	4	212
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"I want to see what's going on in there"	10	213
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I xxx"	2	214
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"yes"	1	215
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"sing a song"	3	216
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"ouch"	1	217
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"funny watch"	2	218
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"gun"	1	219
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"something stick me"	3	220
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I can roll over"	4	221
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"dat a funny"	3	222
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"gun"	1	223
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"see what's go"	4	224
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"a gun"	2	225
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I can't do it"	5	226
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"what is dis"	3	227
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"roll over like a dog"	5	228
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"dere"	1	229
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"I write pencil"	3	230
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"you want a gun"	4	231
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"yes"	1	232
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"yeah"	1	233
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"yeah"	1	234
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"fire"	1	235
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"watch out for that tv set"	6	236
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"yes"	1	237
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"we're playing another game"	5	238
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it's a my watch"	5	239
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"dis not purse dis a pocket book"	7	240
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"let's play another game"	5	241
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"you turn it on"	4	242
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"what hole"	2	243
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"a hole"	2	244
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"let's play another game"	5	245
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"dat's right Mommy"	4	246
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"put on me"	3	247
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"Ma find a hole please"	5	248
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"put it on me"	4	249
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"dis is the light"	4	250
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"no"	1	251
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"a camera"	2	252
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"find a hole"	3	253
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I going take a picture"	5	254
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"let's have something to read"	6	255
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"yeah"	1	256
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it's have band"	4	257
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"that was"	2	258
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"rubberband"	1	259
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"it's go up"	4	260
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"what I make a hole"	5	261
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"read"	1	262
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"where dat rubberband go"	4	263
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"right down here"	3	264
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"dat"	1	265
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"you make a hole"	4	266
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"ups_a_daisy"	3	267
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I going turn it"	4	268
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I going take it outside"	5	269
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"what kind book is dose"	5	270
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"why not"	2	271
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"iss dat light"	3	272
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"it not in bag"	4	273
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"dat's fun"	3	274
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"I can't see the light"	6	275
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"Mommy you xxx hole"	4	276
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"I see you"	3	277
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"I have"	2	278
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I going take it"	4	279
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"xxx the light go"	4	280
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"hole"	1	281
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I going tell Daddy"	4	282
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"what are dose"	3	283
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"xxx the light go"	4	284
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"yep"	1	285
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"nothing"	1	286
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"Mommy look at dat camera"	5	287
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"xxx hole"	2	288
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where de light"	3	289
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"see"	1	290
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"Mommy cook something eat"	4	291
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where de light"	3	292
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"what kind camera dat"	4	293
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I have some mailman"	4	294
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I don't see dat"	5	295
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where de light Mommy"	4	296
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"Mommy make something"	3	297
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"I can look just like dis"	6	298
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"yep"	1	299
"Eng-NA"	"Brown"	"Adam"	"male"	38.3	3295	"why not"	2	300
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"dis xxx"	2	301
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"yes dat a clock"	4	302
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"same just like Daddy"	4	303
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"what you taking out"	4	304
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where the light"	3	305
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"a watch"	2	306
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"same just like Daddy"	4	307
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"dis is a hole"	4	308
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where the light"	3	309
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"a watch"	2	310
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"same just like Daddy's"	5	311
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where the light"	3	312
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"I saw something"	3	313
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"I never seen a watch"	5	314
"Eng-NA"	"Brown"	"Adam"	"male"	37.3	3293	"where the light"	3	315
"Eng-NA"	"Brown"	"Adam"	"male"	37.9	3294	"Mommy what you took out"	5	316
"Eng-NA"	"Brown"	"Adam"	"male"	36.8	3292	"dat's right"	3	317
"Eng-NA"	"Brown"	"Adam"	"male"	36.4	3291	"I never seen a watch"	5	318
